iter	Passed	Remaining
1674	24089	119728
1675	24155	119971
1676	24244	120327
1677	24265	120343
1678	24275	120309
1679	24287	120280
1680	24297	120242
1681	24308	120211
1682	24318	120177
1683	24329	120146
1684	24339	120109
1685	24348	120068
1686	24359	120036
1687	24369	119999
1688	24379	119965
1689	24389	119927
1690	24401	119898
1691	24410	119859
1692	24420	119823
1693	24429	119783
1694	24446	119782
1695	24460	119764
1696	24471	119734
1697	24481	119696
1698	24490	119657
1699	24501	119626
1700	24510	119586
1701	24532	119607
1702	24553	119626
1703	24688	120195
1704	24790	120607
1705	24905	121083
1706	24973	121325
1707	25038	121555
1708	25057	121561
1709	25071	121545
1710	25085	121527
1711	25096	121493
1712	25105	121451
1713	25116	121418
1714	25124	121373
1715	25135	121339
1716	25146	121307
1717	25157	121278
1718	25167	121241
1719	25176	121200
1720	25186	121161
1721	25196	121123
1722	25205	121082
1723	25217	121054
1724	25226	121015
1725	25237	120984
1726	25246	120942
1727	25256	120903
1728	25265	120863
1729	25276	120829
1730	25285	120789
1731	25295	120752
1732	25303	120708
1733	25315	120681
1734	25325	120644
1735	25336	120611
1736	25347	120577
1737	25357	120543
1738	25366	120500
1739	25375	120460
1740	25384	120417
1741	25394	120384
1742	25402	120337
1743	25412	120300
1744	25421	120259
1745	25430	120219
1746	25438	120174
1747	25447	120132
1748	25457	120096
1749	25466	120057
1750	25476	120020
1751	25484	119976
1752	25493	119935
1753	25503	119900
1754	25513	119863
1755	25521	119816
1756	25531	119779
1757	25549	119785
1758	25561	119757
1759	25572	119725
1760	25581	119683
1761	25590	119646
1762	25599	119606
1763	25609	119568
1764	25618	119531
1765	25629	119496
1766	25641	119469
1767	25651	119437
1768	25661	119402
1769	25670	119362
1770	25679	119318
1771	25689	119284
1772	25697	119242
1773	25705	119194
1774	25713	119152
1775	25722	119110
1776	25731	119073
1777	25740	119032
1778	25749	118994
1779	25759	118956
1780	25766	118909
1781	25776	118872
1782	25786	118837
1783	25795	118797
1784	25807	118771
1785	25815	118727
1786	25827	118702
1787	25836	118662
1788	25848	118639
1789	25856	118595
1790	25868	118566
1791	25874	118516
1792	25884	118480
1793	25892	118434
1794	25900	118393
1795	25909	118352
1796	25918	118313
1797	25929	118284
1798	25939	118248
1799	25948	118207
1800	25958	118176
1801	25977	118183
1802	25990	118161
1803	25999	118123
1804	26018	118128
1805	26030	118101
1806	26042	118075
1807	26052	118041
1808	26067	118030
1809	26085	118032
1810	26102	118030
1811	26112	117995
1812	26416	119291
1813	26431	119279
1814	26445	119258
1815	26456	119228
1816	26466	119193
1817	26475	119155
1818	26484	119115
1819	26493	119076
1820	26504	119044
1821	26512	119000
1822	26522	118964
1823	26531	118926
1824	26542	118896
1825	26550	118854
1826	26560	118818
1827	26568	118773
1828	26579	118741
1829	26588	118705
1830	26598	118669
1831	26607	118628
1832	26616	118589
1833	26626	118558
1834	26637	118527
1835	26645	118483
1836	26654	118441
1837	26662	118400
1838	26670	118356
1839	26680	118323
1840	26688	118277
1841	26696	118237
1842	26705	118198
1843	26715	118161
1844	26725	118126
1845	26732	118081
1846	26742	118048
1847	26751	118007
1848	26759	117966
1849	26769	117931
1850	26778	117892
1851	26788	117856
1852	26799	117827
1853	26807	117784
1854	26817	117751
1855	26826	117712
1856	26844	117713
1857	26865	117729
1858	26925	117911
1859	27080	118514
1860	27140	118697
1861	27158	118699
1862	27173	118684
1863	27184	118655
1864	27195	118626
1865	27205	118590
1866	27216	118558
1867	27225	118520
1868	27235	118485
1869	27244	118446
1870	27254	118414
1871	27263	118375
1872	27274	118345
1873	27284	118312
1874	27295	118280
1875	27303	118237
1876	27314	118208
1877	27323	118170
1878	27335	118143
1879	27346	118113
1880	27356	118080
1881	27367	118049
1882	27394	118089
1883	27415	118102
1884	27427	118077
1885	27445	118075
1886	27461	118069
1887	27475	118052
1888	27487	118028
1889	27496	117988
1890	27507	117958
1891	27518	117929
1892	27531	117905
1893	27552	117920
1894	27594	118024
1895	27760	118655
1896	27945	119368
1897	27984	119456
1898	28009	119484
1899	28022	119465
1900	28032	119431
1901	28043	119398
1902	28066	119420
1903	28079	119398
1904	28092	119374
1905	28101	119333
1906	28110	119298
1907	28119	119255
1908	28129	119222
1909	28139	119187
1910	28150	119157
1911	28159	119120
1912	28171	119091
1913	28180	119053
1914	28191	119021
1915	28200	118982
1916	28212	118959
1917	28223	118926
1918	28232	118888
1919	28244	118863
1920	28255	118830
1921	28265	118798
1922	28284	118800
1923	28301	118796
1924	28386	119077
1925	28439	119220
1926	28493	119370
1927	28507	119353
1928	28517	119319
1929	28530	119295
1930	28537	119247
1931	28547	119214
1932	28555	119172
1933	28565	119136
1934	28575	119102
1935	28594	119106
1936	28607	119081
1937	28618	119052
1938	28629	119022
1939	28642	118999
1940	28652	118963
1941	28663	118935
1942	28673	118898
1943	28684	118867
1944	28692	118824
1945	28704	118800
1946	28713	118764
1947	28724	118730
1948	28734	118697
1949	28745	118665
1950	28752	118621
1951	28762	118586
1952	28772	118551
1953	28806	118618
1954	28841	118684
1955	28855	118667
1956	28870	118653
1957	28882	118629
1958	28894	118601
1959	28904	118565
1960	28915	118538
1961	28924	118497
1962	28934	118462
1963	28943	118427
1964	28954	118396
1965	28963	118359
1966	28972	118320
1967	28983	118289
1968	28991	118249
1969	29000	118211
1970	29008	118167
1971	29018	118136
1972	29028	118100
1973	29038	118064
1974	29049	118035
1975	29059	118001
1976	29068	117965
1977	29076	117921
1978	29084	117882
1979	29096	117854
1980	29105	117819
1981	29117	117791
1982	29124	117747
1983	29135	117715
1984	29144	117678
1985	29155	117648
1986	29164	117610
1987	29172	117571
1988	29181	117534
1989	29190	117494
1990	29201	117467
1991	29212	117436
1992	29220	117394
1993	29229	117359
1994	29239	117326
1995	29248	117286
1996	29257	117248
1997	29266	117212
1998	29277	117183
1999	29287	117149
2000	29297	117118
2001	29319	117130
2002	29332	117108
2003	29343	117081
2004	29355	117055
2005	29364	117018
2006	29374	116985
2007	29386	116959
2008	29397	116929
2009	29407	116899
2010	29416	116862
2011	29425	116824
2012	29436	116795
2013	29447	116767
2014	29455	116726
2015	29466	116697
2016	29476	116665
2017	29488	116638
2018	29500	116613
2019	29537	116687
2020	29572	116751
2021	29652	116996
2022	29690	117074
2023	29708	117073
2024	29716	117032
2025	29728	117008
2026	29738	116973
2027	29755	116967
2028	29771	116958
2029	29781	116926
2030	29793	116900
2031	29803	116867
2032	29812	116830
2033	29822	116797
2034	29831	116761
2035	29839	116719
2036	29849	116688
2037	29858	116651
2038	29868	116615
2039	29876	116577
2040	29886	116543
2041	29894	116505
2042	29904	116470
2043	29914	116437
2044	29925	116408
2045	29934	116371
2046	29944	116338
2047	29952	116301
2048	29965	116279
2049	29973	116240
2050	29983	116207
2051	29994	116176
2052	30004	116145
2053	30014	116110
2054	30024	116080
2055	30032	116041
2056	30042	116008
2057	30050	115968
2058	30060	115933
2059	30070	115904
2060	30078	115864
2061	30089	115832
2062	30098	115798
2063	30108	115764
2064	30117	115729
2065	30127	115697
2066	30136	115661
2067	30143	115619
2068	30152	115582
2069	30162	115549
2070	30171	115513
2071	30179	115473
2072	30188	115437
2073	30199	115411
2074	30210	115380
2075	30219	115345
2076	30228	115310
2077	30238	115278
2078	30247	115242
2079	30259	115218
2080	30269	115185
2081	30278	115150
2082	30289	115124
2083	30304	115111
2084	30313	115075
2085	30325	115050
2086	30335	115020
2087	30346	114992
2088	30359	114971
2089	30371	114946
2090	30383	114922
2091	30392	114887
2092	30400	114849
2093	30410	114816
2094	30421	114790
2095	30431	114756
2096	30443	114732
2097	30460	114728
2098	30475	114714
2099	30488	114695
2100	30504	114686
2101	30523	114686
2102	30542	114689
2103	30559	114684
2104	30573	114669
2105	30590	114664
2106	30604	114645
2107	30618	114629
2108	30632	114612
2109	30640	114576
2110	30652	114550
2111	30665	114532
2112	30680	114519
2113	30692	114493
2114	30704	114470
2115	30716	114448
2116	30729	114426
2117	30739	114396
2118	30753	114380
2119	30767	114360
2120	30781	114346
2121	30791	114315
2122	30805	114298
2123	30819	114280
2124	30834	114268
2125	30847	114247
2126	30860	114228
2127	30871	114200
2128	30883	114178
2129	30897	114159
2130	30907	114130
2131	30919	114106
2132	30935	114095
2133	30951	114088
2134	30972	114098
2135	30991	114098
2136	31260	115022
2137	31480	115763
2138	31536	115898
2139	31549	115877
2140	31570	115884
2141	31584	115869
2142	31605	115878
2143	31626	115886
2144	31643	115879
2145	31663	115883
2146	31684	115890
2147	31700	115881
2148	31762	116039
2149	31799	116104
2150	31848	116215
2151	31873	116238
2152	31895	116250
2153	31914	116248
2154	31934	116253
2155	31954	116256
2156	31969	116243
2157	31985	116233
2158	31998	116212
2159	32012	116194
2160	32025	116173
2161	32039	116154
2162	32054	116138
2163	32070	116129
2164	32081	116101
2165	32094	116078
2166	32108	116061
2167	32121	116040
2168	32136	116025
2169	32147	115996
2170	32158	115970
2171	32174	115959
2172	32189	115943
2173	32203	115925
2174	32212	115891
2175	32227	115876
2176	32242	115862
2177	32256	115846
2178	32275	115845
2179	32291	115833
2180	32307	115824
2181	32326	115822
2182	32341	115811
2183	32356	115795
2184	32373	115790
2185	32390	115781
2186	32404	115765
2187	32417	115743
2188	32432	115729
2189	32447	115713
2190	32460	115694
2191	32474	115676
2192	32490	115666
2193	32506	115653
2194	32520	115637
2195	32533	115616
2196	32546	115594
2197	32559	115574
2198	32571	115547
2199	32584	115527
2200	32598	115507
2201	32624	115532
2202	32638	115515
2203	32649	115488
2204	32664	115473
2205	32676	115449
2206	32688	115424
2207	32701	115403
2208	32715	115385
2209	32726	115356
2210	32741	115343
2211	32757	115331
2212	32770	115311
2213	32786	115301
2214	32803	115291
2215	32872	115468
2216	32919	115568
2217	32941	115575
2218	32969	115608
2219	32985	115598
2220	32999	115581
2221	33012	115557
2222	33023	115531
2223	33036	115510
2224	33049	115486
2225	33063	115470
2226	33077	115453
2227	33090	115429
2228	33103	115408
2229	33120	115402
2230	33135	115388
2231	33147	115363
2232	33161	115345
2233	33175	115326
2234	33186	115300
2235	33199	115277
2236	33213	115260
2237	33227	115241
2238	33240	115220
2239	33254	115201
2240	33270	115191
2241	33290	115194
2242	33311	115203
2243	33323	115178
2244	33337	115160
2245	33349	115136
2246	33360	115105
2247	33375	115093
2248	33390	115079
2249	33402	115054
2250	33415	115032
2251	33430	115016
2252	33442	114993
2253	33458	114980
2254	33471	114962
2255	33484	114940
2256	33497	114919
2257	33511	114901
2258	33523	114876
2259	33535	114852
2260	33550	114836
2261	33573	114850
2262	33592	114849
2263	33606	114832
2264	33617	114805
2265	33631	114786
2266	33645	114768
2267	33657	114745
2268	33671	114725
2269	33682	114699
2270	33696	114682
2271	33709	114658
2272	33724	114646
2273	33740	114633
2274	33753	114613
2275	33769	114601
2276	33784	114587
2277	33807	114601
2278	33823	114589
2279	33836	114568
2280	33851	114553
2281	33863	114531
2282	33877	114512
2283	33890	114491
2284	33904	114474
2285	33917	114453
2286	33931	114436
2287	33946	114420
2288	33956	114389
2289	33970	114372
2290	33983	114351
2291	33995	114326
2292	34007	114303
2293	34021	114285
2294	34034	114263
2295	34048	114245
2296	34061	114225
2297	34074	114205
2298	34087	114184
2299	34098	114157
2300	34113	114140
2301	34139	114165
2302	34153	114147
2303	34169	114135
2304	34183	114119
2305	34197	114099
2306	34210	114079
2307	34228	114074
2308	34243	114060
2309	34265	114069
2310	34283	114066
2311	34299	114055
2312	34314	114040
2313	34326	114014
2314	34336	113984
2315	34350	113968
2316	34364	113950
2317	34379	113935
2318	34390	113908
2319	34402	113884
2320	34413	113855
2321	34427	113837
2322	34440	113818
2323	34453	113798
2324	34466	113774
2325	34481	113760
2326	34492	113735
2327	34506	113716
2328	34519	113697
2329	34532	113676
2330	34547	113662
2331	34562	113647
2332	34575	113626
2333	34586	113599
2334	34601	113583
2335	34613	113562
2336	34626	113538
2337	34640	113522
2338	34655	113507
2339	34668	113487
2340	34683	113474
2341	34702	113473
2342	34724	113481
2343	34745	113486
2344	34763	113481
2345	34777	113465
2346	34790	113442
2347	34803	113423
2348	34817	113404
2349	34829	113382
2350	34843	113364
2351	34855	113338
2352	34868	113317
2353	34882	113302
2354	34896	113283
2355	34909	113263
2356	34923	113245
2357	34937	113227
2358	34948	113202
2359	34964	113188
2360	34977	113168
2361	34987	113140
2362	35001	113121
2363	35014	113100
2364	35027	113079
2365	35042	113064
2366	35056	113049
2367	35070	113031
2368	35083	113009
2369	35097	112993
2370	35108	112967
2371	35121	112945
2372	35134	112925
2373	35147	112905
2374	35161	112887
2375	35175	112868
2376	35187	112847
2377	35202	112830
2378	35221	112829
2379	35237	112817
2380	35255	112815
2381	35271	112804
2382	35284	112783
2383	35299	112769
2384	35312	112749
2385	35326	112731
2386	35338	112705
2387	35351	112687
2388	35362	112661
2389	35375	112639
2390	35388	112619
2391	35401	112598
2392	35415	112582
2393	35430	112566
2394	35443	112545
2395	35454	112519
2396	35466	112494
2397	35478	112472
2398	35491	112451
2399	35504	112429
2400	35516	112408
2401	35546	112441
2402	35565	112440
2403	35579	112421
2404	35592	112400
2405	35604	112377
2406	35616	112355
2407	35631	112338
2408	35644	112318
2409	35655	112292
2410	35670	112277
2411	35684	112260
2412	35699	112245
2413	35710	112220
2414	35726	112209
2415	35740	112190
2416	35756	112181
2417	35774	112175
2418	35788	112159
2419	35803	112145
2420	35815	112121
2421	35828	112100
2422	35851	112113
2423	35868	112102
2424	35894	112124
2425	35938	112199
2426	35962	112213
2427	35987	112232
2428	36001	112215
2429	36013	112190
2430	36028	112176
2431	36044	112165
2432	36060	112155
2433	36070	112124
2434	36084	112105
2435	36096	112083
2436	36110	112066
2437	36123	112045
2438	36139	112034
2439	36150	112005
2440	36166	111997
2441	36187	112000
2442	36205	111996
2443	36222	111987
2444	36246	111999
2445	36263	111991
2446	36279	111981
2447	36294	111967
2448	36309	111952
2449	36322	111932
2450	36334	111908
2451	36348	111891
2452	36362	111874
2453	36373	111847
2454	36385	111823
2455	36399	111808
2456	36411	111782
2457	36424	111763
2458	36437	111743
2459	36449	111717
2460	36461	111695
2461	36475	111679
2462	36485	111649
2463	36500	111634
2464	36510	111606
2465	36524	111587
2466	36539	111573
2467	36554	111559
2468	36567	111537
2469	36580	111518
2470	36592	111494
2471	36606	111477
2472	36620	111462
2473	36632	111437
2474	36647	111421
2475	36662	111409
2476	36677	111395
2477	36692	111380
2478	36706	111362
2479	36720	111347
2480	36738	111340
2481	36749	111314
2482	36761	111291
2483	36774	111272
2484	36787	111251
2485	36799	111228
2486	36813	111209
2487	36826	111191
2488	36840	111174
2489	36853	111152
2490	36867	111135
2491	36881	111119
2492	36896	111102
2493	36907	111076
2494	36922	111062
2495	36933	111038
2496	36945	111015
2497	36958	110992
2498	36970	110970
2499	36983	110949
2500	36996	110930
2501	37021	110946
2502	37035	110929
2503	37051	110916
2504	37062	110890
2505	37076	110874
2506	37089	110855
2507	37101	110831
2508	37115	110813
2509	37130	110798
2510	37143	110779
2511	37157	110763
2512	37171	110746
2513	37187	110733
2514	37202	110720
2515	37218	110709
2516	37237	110707
2517	37253	110695
2518	37269	110682
2519	37283	110667
2520	37298	110652
2521	37312	110636
2522	37326	110618
2523	37339	110597
2524	37352	110579
2525	37366	110562
2526	37378	110538
2527	37390	110514
2528	37401	110487
2529	37415	110470
2530	37427	110450
2531	37439	110427
2532	37453	110407
2533	37467	110390
2534	37479	110368
2535	37493	110352
2536	37507	110335
2537	37520	110313
2538	37534	110295
2539	37547	110278
2540	37559	110255
2541	37573	110237
2542	37588	110222
2543	37600	110200
2544	37613	110181
2545	37625	110157
2546	37637	110134
2547	37650	110114
2548	37665	110098
2549	37679	110084
2550	37693	110065
2551	37706	110046
2552	37719	110026
2553	37737	110021
2554	37764	110041
2555	37779	110027
2556	37796	110017
2557	37813	110010
2558	37826	109991
2559	37838	109968
2560	37849	109941
2561	37859	109914
2562	37871	109891
2563	37885	109873
2564	37896	109849
2565	37911	109833
2566	37924	109815
2567	37936	109792
2568	37949	109771
2569	37961	109748
2570	37970	109717
2571	37983	109696
2572	37994	109672
2573	38006	109649
2574	38016	109620
2575	38030	109602
2576	38043	109582
2577	38057	109565
2578	38071	109549
2579	38085	109532
2580	38100	109519
2581	38113	109497
2582	38124	109474
2583	38136	109450
2584	38149	109430
2585	38163	109413
2586	38178	109401
2587	38193	109387
2588	38209	109374
2589	38228	109371
2590	38241	109352
2591	38253	109328
2592	38264	109304
2593	38276	109281
2594	38287	109257
2595	38302	109242
2596	38315	109223
2597	38327	109198
2598	38341	109182
2599	38351	109153
2600	38364	109135
2601	38390	109152
2602	38407	109144
2603	38421	109126
2604	38435	109110
2605	38448	109089
2606	38461	109070
2607	38477	109058
2608	38491	109041
2609	38506	109029
2610	38521	109013
2611	38533	108990
2612	38544	108967
2613	38562	108961
2614	38576	108943
2615	38587	108919
2616	38603	108907
2617	38616	108887
2618	38626	108858
2619	38640	108843
2620	38656	108832
2621	38668	108809
2622	38682	108792
2623	38696	108774
2624	38713	108765
2625	38727	108749
2626	38740	108730
2627	38753	108710
2628	38766	108691
2629	38780	108674
2630	38792	108652
2631	38802	108624
2632	38816	108607
2633	38829	108585
2634	38844	108573
2635	38859	108557
2636	38871	108535
2637	38884	108516
2638	38900	108504
2639	38911	108480
2640	38921	108453
2641	38935	108435
2642	38948	108416
2643	38960	108394
2644	38973	108375
2645	38986	108354
2646	39001	108341
2647	39015	108325
2648	39031	108311
2649	39041	108284
2650	39055	108266
2651	39069	108250
2652	39082	108231
2653	39097	108216
2654	39109	108194
2655	39120	108171
2656	39137	108161
2657	39150	108142
2658	39166	108131
2659	39180	108113
2660	39195	108101
2661	39215	108099
2662	39234	108096
2663	39412	108533
2664	39429	108523
2665	39443	108505
2666	39458	108492
2667	39472	108475
2668	39484	108452
2669	39496	108429
2670	39510	108414
2671	39526	108400
2672	39538	108379
2673	39550	108355
2674	39561	108331
2675	39574	108311
2676	39587	108293
2677	39601	108276
2678	39613	108254
2679	39627	108236
2680	39637	108209
2681	39652	108193
2682	39669	108185
2683	39685	108174
2684	39703	108166
2685	39719	108157
2686	39734	108141
2687	39748	108126
2688	39759	108101
2689	39774	108086
2690	39787	108067
2691	39798	108041
2692	39811	108020
2693	39826	108008
2694	39838	107984
2695	39853	107969
2696	39865	107949
2697	39876	107922
2698	39891	107908
2699	39904	107890
2700	39918	107872
2701	39943	107887
2702	39960	107876
2703	39973	107858
2704	39989	107845
2705	40003	107828
2706	40017	107812
2707	40029	107790
2708	40044	107776
2709	40056	107754
2710	40068	107732
2711	40083	107715
2712	40096	107697
2713	40109	107676
2714	40120	107651
2715	40129	107623
2716	40143	107605
2717	40160	107596
2718	40176	107586
2719	40198	107589
2720	40215	107582
2721	40232	107572
2722	40248	107560
2723	40262	107542
2724	40276	107526
2725	40288	107503
2726	40300	107483
2727	40313	107462
2728	40326	107443
2729	40340	107425
2730	40351	107401
2731	40364	107383
2732	40377	107362
2733	40390	107342
2734	40401	107318
2735	40412	107293
2736	40426	107276
2737	40439	107257
2738	40452	107239
2739	40465	107219
2740	40477	107197
2741	40493	107184
2742	40508	107170
2743	40522	107153
2744	40535	107133
2745	40546	107109
2746	40559	107090
2747	40570	107064
2748	40582	107044
2749	40596	107025
2750	40610	107010
2751	40622	106988
2752	40636	106972
2753	40651	106958
2754	40666	106943
2755	40683	106933
2756	40700	106926
2757	40713	106906
2758	40725	106885
2759	40739	106868
2760	40752	106847
2761	40766	106830
2762	40780	106814
2763	40794	106797
2764	40807	106777
2765	40822	106763
2766	40837	106749
2767	40849	106729
2768	40862	106710
2769	40877	106694
2770	40890	106676
2771	40903	106655
2772	40918	106640
2773	40931	106621
2774	40943	106599
2775	40955	106579
2776	40966	106554
2777	40981	106540
2778	40994	106521
2779	41006	106498
2780	41019	106478
2781	41032	106459
2782	41044	106438
2783	41059	106423
2784	41073	106408
2785	41086	106388
2786	41099	106367
2787	41111	106347
2788	41122	106323
2789	41135	106302
2790	41154	106298
2791	41170	106288
2792	41190	106286
2793	41204	106269
2794	41216	106248
2795	41232	106235
2796	41247	106221
2797	41258	106198
2798	41269	106174
2799	41283	106157
2800	41294	106132
2801	41317	106139
2802	41333	106128
2803	41347	106111
2804	41359	106089
2805	41373	106074
2806	41388	106059
2807	41402	106042
2808	41415	106022
2809	41428	106004
2810	41442	105986
2811	41454	105965
2812	41469	105951
2813	41484	105938
2814	41501	105927
2815	41524	105934
2816	41541	105926
2817	41570	105948
2818	41592	105951
2819	41620	105970
2820	41652	105999
2821	41670	105993
2822	41688	105985
2823	41703	105972
2824	41715	105950
2825	41727	105928
2826	41740	105908
2827	41754	105891
2828	41765	105869
2829	41775	105842
2830	41787	105819
2831	41801	105802
2832	41813	105781
2833	41829	105768
2834	41843	105753
2835	41856	105733
2836	41869	105714
2837	41882	105696
2838	41893	105671
2839	41906	105650
2840	41919	105632
2841	41933	105615
2842	41949	105603
2843	41979	105627
2844	41997	105620
2845	42010	105602
2846	42024	105584
2847	42036	105564
2848	42047	105539
2849	42060	105521
2850	42072	105497
2851	42085	105480
2852	42100	105465
2853	42115	105451
2854	42128	105431
2855	42146	105424
2856	42162	105414
2857	42183	105414
2858	42199	105401
2859	42212	105382
2860	42226	105366
2861	42238	105344
2862	42252	105327
2863	42269	105318
2864	42286	105309
2865	42302	105299
2866	42318	105286
2867	42329	105262
2868	42342	105244
2869	42353	105219
2870	42367	105202
2871	42382	105188
2872	42398	105177
2873	42410	105155
2874	42421	105130
2875	42433	105110
2876	42447	105092
2877	42467	105092
2878	42488	105091
2879	42503	105078
2880	42517	105061
2881	42531	105043
2882	42545	105028
2883	42559	105012
2884	42575	104999
2885	42587	104978
2886	42601	104960
2887	42615	104943
2888	42628	104925
2889	42645	104915
2890	42665	104914
2891	42684	104910
2892	42698	104893
2893	42708	104868
2894	42720	104846
2895	42736	104834
2896	42754	104826
2897	42775	104828
2898	42796	104828
2899	42812	104817
2900	42827	104801
2901	42853	104814
2902	42871	104809
2903	42886	104794
2904	42899	104776
2905	42913	104758
2906	42925	104737
2907	42939	104720
2908	42958	104715
2909	42972	104698
2910	42986	104681
2911	42997	104658
2912	43008	104635
2913	43021	104615
2914	43034	104597
2915	43048	104580
2916	43061	104560
2917	43074	104542
2918	43086	104520
2919	43098	104499
2920	43109	104474
2921	43123	104458
2922	43137	104442
2923	43153	104430
2924	43173	104428
2925	43190	104418
2926	43206	104407
2927	43219	104387
2928	43231	104367
2929	43242	104342
2930	43253	104319
2931	43273	104316
2932	43287	104299
2933	43300	104281
2934	43314	104265
2935	43327	104245
2936	43341	104228
2937	43356	104215
2938	43370	104197
2939	43382	104176
2940	43396	104159
2941	43410	104143
2942	43423	104125
2943	43436	104105
2944	43450	104090
2945	43466	104076
2946	43477	104054
2947	43489	104032
2948	43500	104009
2949	43512	103986
2950	43523	103964
2951	43536	103945
2952	43550	103928
2953	43564	103912
2954	43578	103895
2955	43590	103873
2956	43602	103851
2957	43616	103836
2958	43633	103825
2959	43653	103823
2960	43670	103814
2961	43684	103799
2962	43698	103782
2963	43713	103767
2964	43727	103750
2965	43739	103728
2966	43751	103710
2967	43764	103689
2968	43778	103673
2969	43792	103657
2970	43807	103643
2971	43820	103624
2972	43831	103600
2973	43842	103576
2974	43854	103556
2975	43869	103541
2976	43881	103520
2977	43892	103495
2978	43905	103478
2979	43914	103450
2980	43929	103434
2981	43942	103417
2982	43954	103394
2983	43968	103378
2984	43981	103360
2985	43992	103337
2986	44005	103317
2987	44017	103296
2988	44030	103278
2989	44047	103267
2990	44060	103250
2991	44071	103227
2992	44084	103206
2993	44095	103184
2994	44109	103166
2995	44124	103153
2996	44141	103144
2997	44161	103142
2998	44177	103128
2999	44189	103108
3000	44206	103098
3001	44233	103114
3002	44251	103107
3003	44268	103095
3004	44285	103086
3005	44300	103073
3006	44311	103049
3007	44321	103023
3008	44330	102996
3009	44341	102973
3010	44351	102946
3011	44360	102918
3012	44368	102888
3013	44377	102860
3014	44386	102831
3015	44397	102808
3016	44405	102778
3017	44416	102755
3018	44425	102728
3019	44434	102700
3020	44442	102670
3021	44453	102646
3022	44461	102616
3023	44470	102589
3024	44481	102564
3025	44490	102536
3026	44497	102504
3027	44509	102483
3028	44519	102457
3029	44526	102424
3030	44534	102395
3031	44542	102365
3032	44552	102340
3033	44561	102312
3034	44573	102290
3035	44581	102262
3036	44592	102237
3037	44600	102209
3038	44614	102191
3039	44621	102158
3040	44633	102138
3041	44646	102121
3042	44658	102100
3043	44668	102073
3044	44679	102050
3045	44691	102029
3046	44698	101997
3047	44707	101971
3048	44717	101946
3049	44727	101920
3050	44736	101892
3051	44751	101878
3052	44760	101850
3053	44769	101823
3054	44777	101792
3055	44790	101774
3056	44798	101745
3057	44808	101720
3058	44816	101690
3059	44823	101659
3060	44832	101630
3061	44841	101603
3062	44852	101580
3063	44860	101551
3064	44871	101528
3065	44880	101501
3066	44890	101475
3067	44897	101444
3068	44905	101413
3069	44912	101382
3070	44921	101353
3071	44931	101330
3072	44941	101304
3073	44950	101277
3074	44959	101249
3075	44968	101222
3076	44976	101194
3077	44987	101169
3078	45002	101156
3079	45012	101130
3080	45020	101101
3081	45029	101074
3082	45037	101046
3083	45047	101021
3084	45056	100994
3085	45067	100970
3086	45075	100942
3087	45085	100917
3088	45093	100886
3089	45105	100867
3090	45114	100839
3091	45122	100811
3092	45132	100785
3093	45144	100764
3094	45156	100745
3095	45168	100724
3096	45176	100695
3097	45190	100680
3098	45200	100655
3099	45208	100624
3100	45217	100598
3101	45234	100589
3102	45245	100567
3103	45255	100541
3104	45266	100518
3105	45276	100493
3106	45285	100467
3107	45294	100440
3108	45303	100413
3109	45312	100386
3110	45322	100363
3111	45331	100335
3112	45341	100310
3113	45349	100281
3114	45359	100256
3115	45368	100229
3116	45377	100203
3117	45387	100177
3118	45397	100154
3119	45407	100129
3120	45417	100104
3121	45426	100078
3122	45434	100049
3123	45444	100025
3124	45455	100002
3125	45463	99973
3126	45472	99945
3127	45483	99923
3128	45491	99895
3129	45500	99869
3130	45509	99842
3131	45520	99819
3132	45529	99792
3133	45538	99766
3134	45547	99740
3135	45554	99709
3136	45563	99681
3137	45583	99679
3138	45607	99685
3139	45642	99715
3140	45661	99710
3141	45669	99682
3142	45680	99659
3143	45689	99632
3144	45698	99606
3145	45706	99577
3146	45715	99551
3147	45724	99525
3148	45734	99501
3149	45745	99479
3150	45756	99456
3151	45765	99429
3152	45776	99407
3153	45784	99379
3154	45795	99357
3155	45803	99327
3156	45813	99303
3157	45823	99279
3158	45832	99251
3159	45841	99226
3160	45851	99202
3161	45859	99174
3162	45868	99148
3163	45876	99119
3164	45885	99092
3165	45895	99068
3166	45904	99040
3167	45914	99018
3168	45925	98994
3169	45934	98969
3170	45943	98942
3171	45953	98918
3172	45962	98892
3173	45970	98864
3174	45980	98839
3175	45989	98814
3176	45997	98785
3177	46006	98759
3178	46017	98737
3179	46026	98711
3180	46037	98689
3181	46045	98660
3182	46058	98642
3183	46066	98615
3184	46074	98586
3185	46084	98562
3186	46093	98536
3187	46103	98513
3188	46115	98493
3189	46130	98479
3190	46141	98458
3191	46152	98435
3192	46161	98410
3193	46172	98387
3194	46181	98362
3195	46192	98340
3196	46201	98312
3197	46213	98294
3198	46222	98268
3199	46233	98245
3200	46241	98217
3201	46258	98208
3202	46274	98197
3203	46282	98168
3204	46292	98146
3205	46302	98121
3206	46312	98098
3207	46320	98071
3208	46330	98046
3209	46339	98020
3210	46347	97992
3211	46356	97965
3212	46366	97942
3213	46373	97913
3214	46384	97890
3215	46393	97865
3216	46404	97844
3217	46416	97823
3218	46426	97798
3219	46436	97775
3220	46447	97753
3221	46454	97724
3222	46463	97697
3223	46471	97671
3224	46483	97651
3225	46491	97623
3226	46499	97596
3227	46509	97571
