iter	MAE
281	0.102694915
282	0.1026549714
283	0.1026108211
284	0.1025673446
285	0.1025223582
286	0.1024619031
287	0.1024300089
288	0.102398553
289	0.1023579319
290	0.1022992976
291	0.1022235842
292	0.1021416125
293	0.1020966291
294	0.1020557697
295	0.1019849923
296	0.1019613329
297	0.1019213344
298	0.1018878141
299	0.1018281062
300	0.1017828992
301	0.1017565981
302	0.1017032432
303	0.1016075415
304	0.1015571378
305	0.101510573
306	0.1014501735
307	0.1014150834
308	0.101379878
309	0.1013320268
310	0.1012420515
311	0.1011799349
312	0.1011394707
313	0.1010745761
314	0.1010315164
315	0.100968387
316	0.1009265391
317	0.1008306876
318	0.1007602528
319	0.1007246259
320	0.100661103
321	0.1006141853
322	0.1005582875
323	0.1004942174
324	0.1004481797
325	0.100365475
326	0.1003069936
327	0.1002803411
328	0.1002271191
329	0.1002112272
330	0.1001767758
331	0.1001504226
332	0.100105625
333	0.1000608977
334	0.1000142618
335	0.09994276068
336	0.09989615701
337	0.09985108953
338	0.09979992944
339	0.09974229233
340	0.09970158907
341	0.09964424013
342	0.09960870188
343	0.09954822971
344	0.099513677
345	0.09945063197
346	0.09940676473
347	0.0993536304
348	0.09931036276
349	0.09927500353
350	0.09922992247
351	0.0991879267
352	0.09914410986
353	0.09912848375
354	0.09908834283
355	0.0990470996
356	0.09901351854
357	0.09896852663
358	0.0989362442
359	0.09890695902
360	0.09886426844
361	0.09882336325
362	0.09877156039
363	0.0987342953
364	0.09869824523
365	0.09867695685
366	0.09862158985
367	0.09858590457
368	0.09854590344
369	0.09850191478
370	0.09844808987
371	0.09839144564
372	0.09835780828
373	0.09831668817
374	0.0982704711
375	0.09823345304
376	0.09818434385
377	0.09814716116
378	0.09810478172
379	0.09805921897
380	0.09802847676
381	0.09800074475
382	0.09796304469
383	0.0979213847
384	0.09785046452
385	0.09779878793
386	0.09776336227
387	0.09771345718
388	0.09766848349
389	0.09764474711
390	0.09760821051
391	0.0975676725
392	0.09753862494
393	0.09748972695
394	0.09745773325
395	0.09739404544
396	0.09735219891
397	0.09732017772
398	0.09728575939
399	0.0972414884
400	0.0971873234
401	0.09713781239
402	0.09710312618
403	0.09706253674
404	0.0970167897
405	0.09698210397
406	0.09696242036
407	0.09693796154
408	0.09690697648
409	0.09686014017
410	0.09682777184
411	0.09679678983
412	0.09675950372
413	0.09671999877
414	0.09669405735
415	0.09665378271
416	0.09662608985
417	0.09660675948
418	0.09655812475
419	0.09652500982
420	0.09647260935
421	0.09644407763
422	0.09641868468
423	0.09638154159
424	0.09635806773
425	0.09631409901
426	0.09628394649
427	0.09623914199
428	0.0962001866
429	0.09616973686
430	0.0961370217
431	0.09607960899
432	0.0960249374
433	0.09600292415
434	0.09596475123
435	0.09592715108
436	0.09590206937
437	0.09587215323
438	0.09584228475
439	0.09581315091
440	0.09578086092
441	0.0957560547
442	0.0956997079
443	0.0956592591
444	0.09563002718
445	0.09560456345
446	0.09554061786
447	0.0955032519
448	0.09546160602
449	0.09543560476
450	0.09541515787
451	0.09538093853
452	0.09534955361
453	0.09533526184
454	0.09529304421
455	0.09525590114
456	0.09523747456
457	0.09519360579
458	0.09514303935
459	0.09512801084
460	0.09509800743
461	0.09505964159
462	0.09502207692
463	0.09500960262
464	0.0949683157
465	0.09493664536
466	0.09491688085
467	0.0948826457
468	0.09483944966
469	0.09481329497
470	0.0947849953
471	0.09476578041
472	0.09473400124
473	0.09471154331
474	0.09467948856
475	0.09464661243
476	0.09461374228
477	0.09457247282
478	0.09455476194
479	0.09452410225
480	0.09450400413
481	0.09447270414
482	0.09445204006
483	0.09443570381
484	0.09442018376
485	0.09438318873
486	0.09435634752
487	0.09433030081
488	0.094312379
489	0.09428500988
490	0.09424472328
491	0.09421618503
492	0.09418288182
493	0.09414941964
494	0.09413848477
495	0.09411719053
496	0.09407971959
497	0.09405349005
498	0.09403295773
499	0.09400333005
500	0.09397538886
501	0.0939365703
502	0.09389536126
503	0.0938655323
504	0.09384819623
505	0.09380106419
506	0.0937826455
507	0.0937560421
508	0.09373330033
509	0.09369064367
510	0.0936629582
511	0.09363110122
512	0.09360265699
513	0.09359131823
514	0.09356076498
515	0.09353899155
516	0.09351079059
517	0.09347930326
518	0.09346502909
519	0.09343549611
520	0.09340245684
521	0.09337065937
522	0.09333647059
523	0.09332259727
524	0.09329931627
525	0.09328623422
526	0.09326872476
527	0.09324340106
528	0.09321170535
529	0.09318901501
530	0.09317085304
531	0.09315043627
532	0.09310766219
533	0.09308065125
534	0.09307183159
535	0.09305060059
536	0.09303370155
537	0.093010471
538	0.09298728705
539	0.09296459453
540	0.09293330025
541	0.09290595586
542	0.09288780369
543	0.09286103166
544	0.0928316954
545	0.09281051557
546	0.09279788836
547	0.09275577284
548	0.09273805902
549	0.09271738251
550	0.09269693749
551	0.09266617981
552	0.09262869206
553	0.09261059541
554	0.09257887516
555	0.09256260369
556	0.09254107825
557	0.0925188952
558	0.09249764523
559	0.09248606758
560	0.09247450237
561	0.09245710878
562	0.09243903067
563	0.0924263153
564	0.09239075134
565	0.09236507813
566	0.09232602747
567	0.09228662719
568	0.09226325592
569	0.0922527875
570	0.09223194025
571	0.09221138816
572	0.09219239183
573	0.09216687503
574	0.09214807308
575	0.09213220686
576	0.09211695977
577	0.09207911087
578	0.09205488897
579	0.09203772699
580	0.09201243646
581	0.09199758021
582	0.09197938242
583	0.0919725397
584	0.09195094981
585	0.09194186594
586	0.09192372324
587	0.09190600002
588	0.09188340172
589	0.09186937825
590	0.09184722763
591	0.09182478632
592	0.09179410829
593	0.09175631095
594	0.09174015326
595	0.09172034013
596	0.09170143457
597	0.09168969596
598	0.09167221502
599	0.09165293903
600	0.09162722478
601	0.09160519434
602	0.09159209682
603	0.09157395028
604	0.09154734906
605	0.09152787161
606	0.09150525128
607	0.09149519189
608	0.09147872384
609	0.09144716845
610	0.0914210232
611	0.0914047407
612	0.0913959469
613	0.09138149915
614	0.09136941881
615	0.09135569386
616	0.09133400584
617	0.09131331081
618	0.09129507972
619	0.09128207539
620	0.09126680167
621	0.09124718427
622	0.09121599524
623	0.09119528023
624	0.09118158724
625	0.09116064052
626	0.09114877929
627	0.09112478715
628	0.0911102712
629	0.09109793849
630	0.09106472393
631	0.09104708404
632	0.09102332306
633	0.09100126797
634	0.09097305227
635	0.09095150485
636	0.09092855428
637	0.09091454615
638	0.09089215504
639	0.09086758012
640	0.0908484522
641	0.09083431863
642	0.09081048312
643	0.09079491125
644	0.09076724714
645	0.09074749235
646	0.09073322148
647	0.09071432749
648	0.09069997317
649	0.09068526008
650	0.09065589193
651	0.09064146108
652	0.09062681753
653	0.09059862138
654	0.09057331747
655	0.0905567526
656	0.09053645115
657	0.09051132663
658	0.09048654673
659	0.09047167437
660	0.09045350654
661	0.09042869703
662	0.09041916785
663	0.09040864616
664	0.09039305371
665	0.09038213105
666	0.09036886699
667	0.09035060132
668	0.09033214383
669	0.09031777201
670	0.09029599847
671	0.09028631027
672	0.09026262764
673	0.09023288858
674	0.09021609541
675	0.0902007076
676	0.09017584453
677	0.09015936253
678	0.09013101968
679	0.09010763213
680	0.0900904325
681	0.09006603065
682	0.09005121798
683	0.09003608426
684	0.09001703176
685	0.09000168211
686	0.08999284981
687	0.08998095869
688	0.08997168906
689	0.08994835146
690	0.08991731782
691	0.08990022761
692	0.08987796399
693	0.08985257338
694	0.08982749318
695	0.08980298475
696	0.08978298566
697	0.08977534569
698	0.08975731743
699	0.089735617
700	0.08972422941
701	0.08969443003
702	0.08967385719
703	0.08966392127
704	0.08965359507
705	0.08962141284
706	0.08961314765
707	0.08958545899
708	0.08957490983
709	0.08954897874
710	0.08953274424
711	0.08951742101
712	0.08950176637
713	0.08948237538
714	0.08945691746
715	0.08944905916
716	0.08942675502
717	0.08942039644
718	0.08940788209
719	0.08939737958
720	0.08937101966
721	0.08934889172
722	0.08933741288
723	0.08932317139
724	0.08929961072
725	0.08928754079
726	0.08927485068
727	0.08926633366
728	0.08925911205
729	0.08923196494
730	0.0892196537
731	0.08920478948
732	0.08919382649
733	0.08917426965
734	0.08915747716
735	0.08914227168
736	0.08912567273
737	0.0891095625
738	0.0891046169
739	0.08909623355
740	0.08907853166
741	0.08905026332
742	0.08903768884
743	0.08901660896
744	0.08900029335
745	0.08899108444
746	0.0889777713
747	0.0889699709
748	0.08895973657
749	0.08895052234
750	0.08893372639
751	0.08891754637
752	0.08889539158
753	0.08887158976
754	0.08885218041
755	0.08883209661
756	0.08881768522
757	0.08880327326
758	0.08877896095
759	0.08875374182
760	0.08873762212
761	0.08872238511
762	0.08871160813
763	0.08869894973
764	0.08868654716
765	0.08867089614
766	0.08865080945
767	0.08863973749
768	0.08862369989
769	0.0886158239
770	0.08860941525
771	0.08859737797
772	0.08857322564
773	0.08855480364
774	0.08854841248
775	0.08852738509
776	0.08850035462
777	0.08848796459
778	0.08847863278
779	0.0884710547
780	0.08846086265
781	0.08844603954
782	0.08843824108
783	0.08843188828
784	0.08842384057
785	0.08840130547
786	0.08839088168
787	0.08837598728
788	0.08835736815
789	0.0883453579
790	0.08832678289
791	0.08831031376
792	0.08828996473
793	0.08828308543
794	0.0882674922
795	0.08825962556
796	0.08825242171
797	0.08823252619
798	0.08822560554
799	0.08820245229
800	0.08819480625
801	0.08818474236
802	0.08816978071
803	0.08814324124
804	0.08812079179
805	0.08810923006
806	0.08810153737
807	0.08808893411
808	0.08807650247
809	0.08805816488
810	0.08804853586
811	0.08803860363
812	0.08801504584
813	0.08799629418
814	0.08798990748
815	0.0879781349
816	0.08796106406
817	0.0879468534
818	0.08793544025
819	0.08792222812
820	0.08791799493
821	0.08790684657
822	0.0878953798
823	0.0878784876
824	0.08787027066
825	0.08785470959
826	0.08783370249
827	0.08781497427
828	0.08780270338
829	0.08779451917
830	0.08777620433
831	0.0877697198
832	0.08775353168
833	0.08774223654
834	0.08772918719
835	0.08771307698
836	0.08770968652
837	0.08768624206
838	0.08767611096
839	0.08767146592
840	0.08766436886
841	0.08764392685
842	0.08762293481
843	0.08761462033
844	0.08760434908
845	0.08759475606
846	0.08758066612
847	0.08756993698
848	0.08755930766
849	0.08753900145
850	0.08753075994
851	0.08750751134
852	0.08749219029
853	0.0874835315
854	0.08747126076
855	0.08745910301
856	0.08745109989
857	0.08743617757
858	0.087406377
859	0.08738719588
860	0.08737156627
861	0.08735295414
862	0.08734477055
863	0.08732769059
864	0.08731846958
865	0.08730798391
866	0.08729583171
867	0.08728307486
868	0.08725982384
869	0.08724598114
870	0.08722482759
871	0.08721709083
872	0.08721067785
873	0.08719084025
874	0.08717678372
875	0.08715580838
876	0.08712954438
877	0.08711474108
878	0.08710226299
879	0.08709863224
880	0.0870932134
881	0.087069859
882	0.08705549972
883	0.08704256863
884	0.0870316455
885	0.08701097661
886	0.08699847309
887	0.08699372856
888	0.08697420089
889	0.08696029821
890	0.08694973344
891	0.08693719845
892	0.08692585046
893	0.08691255965
894	0.08690562079
895	0.08689425938
896	0.08688462273
897	0.08686138944
898	0.08684951076
899	0.08683234349
900	0.08681141502
901	0.0868007356
902	0.08677800143
903	0.08676996068
904	0.08675576769
905	0.08673475927
906	0.08673118605
907	0.08671085325
908	0.08670693921
909	0.08670092162
910	0.0866910549
911	0.08667155212
912	0.08666201194
913	0.08665950175
914	0.0866446375
915	0.0866258081
916	0.08661793471
917	0.08660822727
918	0.08658271
919	0.08657425064
920	0.08655974863
921	0.08654535961
922	0.08654173004
923	0.08652336548
924	0.08651375889
925	0.08650311067
926	0.08649140124
927	0.08647977344
928	0.08646560585
929	0.0864537097
930	0.08644154604
931	0.08643486457
932	0.08641520857
933	0.08640172874
934	0.08639599115
935	0.08638511732
936	0.08637813055
937	0.08637369319
938	0.08636460106
939	0.08634663732
940	0.08633489689
941	0.08632449834
942	0.08630377981
943	0.08627840126
944	0.08625784268
945	0.08625049729
946	0.08624618031
947	0.08624096065
948	0.08622447923
949	0.08621092026
950	0.08619111007
951	0.08617881453
952	0.086169797
953	0.08614854302
954	0.08614361706
955	0.08612794304
956	0.08611166357
957	0.08609180402
958	0.086087639
959	0.08607885144
960	0.0860649309
961	0.08605397093
962	0.0860438481
963	0.08603273029
964	0.08601742057
965	0.08601118128
966	0.08599386058
967	0.08598616402
968	0.08596731809
969	0.08594405711
970	0.08592976594
971	0.08591093841
972	0.08589549557
973	0.08588621694
974	0.08587164278
975	0.08586551116
976	0.08585111508
977	0.08583860843
978	0.08582537926
979	0.08582008758
980	0.08579620217
981	0.08577097034
982	0.08576435565
983	0.08575354075
984	0.08573985925
985	0.08573080857
986	0.08572702043
987	0.08572303109
988	0.08570972656
989	0.08569288229
990	0.08568545818
991	0.08567169495
992	0.08566876998
993	0.08566310534
994	0.08565101716
995	0.08564888943
996	0.0856355197
997	0.08562881585
998	0.08562569231
999	0.08561696483
1000	0.08559975441
1001	0.08558646126
1002	0.08557016158
1003	0.085558985
1004	0.08554755511
1005	0.08553172159
1006	0.08552324885
1007	0.08551475344
1008	0.08550513457
1009	0.08549639735
1010	0.08549143765
1011	0.0854787925
1012	0.08546836442
1013	0.08546359009
1014	0.08545222696
1015	0.08544366345
1016	0.08543695504
1017	0.08542906873
1018	0.08540696599
1019	0.08540391463
1020	0.08538411302
1021	0.085366317
1022	0.08536167156
1023	0.08535680089
1024	0.08535215537
1025	0.08534555368
1026	0.08533825848
1027	0.08532383218
1028	0.08531184491
1029	0.08530366451
1030	0.08529061385
1031	0.08528262827
1032	0.08527517853
1033	0.08526875941
1034	0.08526090524
1035	0.08525216604
1036	0.08524383564
1037	0.08523941049
1038	0.08523005983
1039	0.08521978955
1040	0.08521128369
1041	0.08520221693
1042	0.08518650214
1043	0.08517853667
1044	0.08517029116
1045	0.08516050826
1046	0.08515344085
1047	0.08514756448
1048	0.08514104804
1049	0.08512759992
1050	0.08511408967
1051	0.08509747622
1052	0.08508826474
1053	0.08507953424
1054	0.08506736902
1055	0.08506317668
1056	0.08504706015
1057	0.08503538892
1058	0.08502307853
1059	0.08500138196
1060	0.08497574265
1061	0.08497191705
1062	0.0849645739
1063	0.08495928171
1064	0.08495626502
1065	0.08494667968
1066	0.08493783487
1067	0.08492138994
1068	0.08491070868
1069	0.08489746779
1070	0.08488757157
1071	0.08488086972
1072	0.08487200362
1073	0.0848583306
1074	0.08484701493
1075	0.08483408424
1076	0.08482829898
1077	0.0848172035
1078	0.08481217026
1079	0.08479547623
1080	0.08478987464
1081	0.08477648831
1082	0.08476371523
1083	0.08474938322
1084	0.08473979912
1085	0.08472578704
1086	0.08471311967
1087	0.0847058352
1088	0.08469115436
1089	0.08467997228
1090	0.08466207927
1091	0.08465304532
1092	0.084640942
1093	0.0846301507
1094	0.084617621
1095	0.08461266181
1096	0.08460992887
1097	0.08460338645
1098	0.08458702556
1099	0.08457816474
1100	0.08456684142
1101	0.08455886333
1102	0.08455123561
1103	0.08454064713
1104	0.08452607798
1105	0.08450626813
1106	0.0844987801
1107	0.0844743913
1108	0.08446500063
1109	0.08445192663
1110	0.08444660273
1111	0.08443429504
1112	0.08441430811
1113	0.08440422168
1114	0.08439023153
1115	0.08437997686
1116	0.08436783527
1117	0.08435166626
1118	0.0843422785
1119	0.08433036149
1120	0.08431794596
1121	0.08430582151
1122	0.08429238524
1123	0.0842871289
1124	0.0842668534
1125	0.08426072303
1126	0.08425365111
1127	0.08424340583
1128	0.08422835972
1129	0.08421125083
1130	0.0842053397
1131	0.08420040441
1132	0.08419058931
1133	0.08418348233
1134	0.08417286278
1135	0.08415982203
1136	0.08415485157
1137	0.08414405187
1138	0.08413341218
1139	0.08412942149
1140	0.08412248714
1141	0.08411530556
1142	0.08410711676
1143	0.0841011648
1144	0.08408871057
1145	0.08407198625
1146	0.0840565678
1147	0.08404147346
1148	0.08403231829
1149	0.08402561583
1150	0.08401718557
1151	0.08400679899
1152	0.08400142405
1153	0.08397178028
1154	0.08395595745
1155	0.0839472067
1156	0.08393283719
1157	0.08391394201
1158	0.08390522881
1159	0.08389541052
1160	0.08387427207
1161	0.0838640398
1162	0.08385579598
1163	0.08384494359
1164	0.08383635002
1165	0.08382689117
1166	0.08382250385
1167	0.08381920602
1168	0.08380459101
1169	0.0837865949
1170	0.0837783581
1171	0.08377137221
1172	0.08376157736
1173	0.08375757807
1174	0.08374990186
1175	0.08373901023
1176	0.08373105774
1177	0.08372439505
1178	0.08370369213
1179	0.08368387628
1180	0.08367620358
1181	0.08367387353
1182	0.08366198695
1183	0.08365992813
1184	0.08365476886
1185	0.08364321153
1186	0.08363589539
1187	0.08362741445
1188	0.08361748162
1189	0.08361032844
1190	0.08360467089
1191	0.08359374425
1192	0.08357853875
1193	0.08356567233
1194	0.08356308657
1195	0.08354404078
1196	0.08353339733
1197	0.08351900413
1198	0.08351427934
1199	0.08350398435
1200	0.08349371429
1201	0.08348720418
1202	0.08347849916
1203	0.08347148374
1204	0.08346068827
1205	0.08344443372
1206	0.08344171938
1207	0.0834256332
1208	0.0834156733
1209	0.08340486329
1210	0.08339332547
1211	0.08338509537
1212	0.08336982981
1213	0.08335769373
1214	0.08335285536
1215	0.08334237821
1216	0.08332591885
1217	0.08332018987
1218	0.08330472878
1219	0.0832901842
1220	0.08327917055
1221	0.08327455052
1222	0.08326872175
1223	0.08325785889
1224	0.08324497383
1225	0.08323335285
1226	0.0832223636
1227	0.08321991644
1228	0.08321605521
1229	0.08320662124
1230	0.08320054899
1231	0.08319114556
1232	0.08317880955
1233	0.08317349795
1234	0.08316848623
1235	0.08316434623
1236	0.08315999747
1237	0.08315755685
1238	0.0831547239
1239	0.08314049929
1240	0.08313674398
1241	0.08312470265
1242	0.08310560018
1243	0.08309589948
1244	0.08308492375
1245	0.08306796513
1246	0.08305954208
1247	0.0830521596
1248	0.08303090534
1249	0.08302707544
1250	0.08300035222
1251	0.08299917246
1252	0.08298584264
1253	0.08298046836
1254	0.08297121082
1255	0.08296587763
1256	0.08295600573
1257	0.08295296559
1258	0.08294559389
1259	0.08293242837
1260	0.08292435641
1261	0.08292021314
1262	0.08291467701
1263	0.08290502987
1264	0.08289712837
1265	0.08288380731
1266	0.08286275137
1267	0.08284939058
1268	0.08284673129
1269	0.08283725489
1270	0.08282838634
1271	0.0828192518
1272	0.08280984342
1273	0.08280392896
1274	0.08279564103
1275	0.08279418643
1276	0.08278397516
1277	0.08277767167
1278	0.08276229557
1279	0.0827568616
1280	0.08274458352
1281	0.08274173226
1282	0.08273641095
1283	0.08271847019
1284	0.08271308927
1285	0.08270422506
1286	0.08268018704
1287	0.08266378442
1288	0.08265338289
1289	0.08264916335
1290	0.0826364429
1291	0.08262479764
1292	0.08261598438
1293	0.08261157295
1294	0.08260068248
1295	0.08258520034
1296	0.08258035896
1297	0.08257206989
1298	0.08256188345
1299	0.0825566985
1300	0.08255279407
1301	0.08254555069
1302	0.08253702028
1303	0.08252561173
1304	0.08252250549
1305	0.0825030307
1306	0.08250082016
1307	0.08249536985
1308	0.08248848191
1309	0.08247300115
1310	0.08246728705
1311	0.08245891727
1312	0.08244233761
1313	0.08243696572
1314	0.08242459329
1315	0.08241995348
1316	0.08241328131
1317	0.08240796727
1318	0.08240548051
1319	0.08239532621
1320	0.08238760789
1321	0.08237948144
1322	0.08237228191
1323	0.08235976225
1324	0.08235110669
1325	0.08234521216
1326	0.08233935317
1327	0.0823351219
1328	0.08232599064
1329	0.08231846507
1330	0.08230921408
1331	0.082299061
1332	0.08228780808
1333	0.08228294015
1334	0.0822682136
1335	0.08226197891
1336	0.08225250164
1337	0.08224695035
1338	0.08223434879
1339	0.08221945312
1340	0.08220296977
1341	0.08220138246
1342	0.08219185139
1343	0.08218679647
1344	0.08217924046
1345	0.08217353499
1346	0.08216539469
1347	0.0821559446
1348	0.08215355463
1349	0.08214622868
1350	0.0821260197
1351	0.08211814986
1352	0.08211362103
1353	0.08210368501
1354	0.0820843763
1355	0.08207684702
1356	0.08207087867
1357	0.08206397907
1358	0.08205388869
1359	0.08204611817
1360	0.08203385943
1361	0.0820300272
1362	0.08201846166
1363	0.08201394448
1364	0.08201061912
1365	0.08200082337
1366	0.08198728756
1367	0.08198392495
1368	0.08197984721
1369	0.08197380047
1370	0.08196683808
1371	0.08196522804
1372	0.08194577592
1373	0.08193369196
1374	0.08192834261
1375	0.08192235581
1376	0.08191765224
1377	0.0819153677
1378	0.08191260617
1379	0.08190803159
1380	0.0819046569
1381	0.08189158397
1382	0.08188659697
1383	0.08187974168
1384	0.08187545607
1385	0.08187398735
1386	0.08186727239
1387	0.08186396457
1388	0.08185766165
1389	0.08185548926
1390	0.08184401642
1391	0.08183013672
1392	0.08182489405
1393	0.0818190677
1394	0.08180900842
1395	0.08179148346
1396	0.08178522672
1397	0.08177974838
1398	0.08177752453
1399	0.08176725213
1400	0.08175988224
1401	0.08174557857
1402	0.08174043012
1403	0.08173386077
1404	0.08172469164
1405	0.0817178591
1406	0.08170812678
1407	0.08170439114
1408	0.08169936631
1409	0.08168957148
1410	0.08168344738
1411	0.08167918076
1412	0.08166678286
1413	0.08165056012
1414	0.08164899293
1415	0.0816441449
1416	0.08163042469
1417	0.08162061314
1418	0.08161957864
1419	0.08160951207
1420	0.08159786559
1421	0.08159348452
1422	0.08158479353
1423	0.08157620271
1424	0.08156960143
1425	0.08155267715
1426	0.08154297754
1427	0.08154091505
1428	0.0815385659
1429	0.08152867963
1430	0.08152279346
1431	0.08150496102
1432	0.08149849809
1433	0.0814943427
1434	0.08148561687
1435	0.08148161631
1436	0.0814629145
1437	0.08145938343
1438	0.08145278029
1439	0.08144453472
1440	0.08143225664
1441	0.08142985676
1442	0.08142436196
1443	0.08141562972
1444	0.08140756295
1445	0.08139804301
1446	0.08139569542
1447	0.08138372646
1448	0.0813763016
1449	0.0813676076
1450	0.08135972751
1451	0.08135446569
1452	0.08134775687
1453	0.08133304724
1454	0.08132797648
1455	0.08131575913
1456	0.08130187807
1457	0.08129149663
1458	0.08128416994
1459	0.08127942176
1460	0.08127640548
1461	0.08126336097
1462	0.08125184461
1463	0.08124336683
1464	0.0812355321
1465	0.08123161168
1466	0.08122956983
1467	0.08122118575
1468	0.08120725295
1469	0.08119018684
1470	0.0811828854
1471	0.08116441672
1472	0.08115481505
1473	0.08114828618
1474	0.08114341061
1475	0.08113280967
1476	0.08112529619
1477	0.08111474649
1478	0.08110885722
1479	0.0811017588
1480	0.08109432815
1481	0.08109043862
1482	0.08108805748
1483	0.08108485522
1484	0.0810782556
1485	0.08106326739
1486	0.08106013629
1487	0.08104675182
1488	0.08103499751
1489	0.08102817295
1490	0.08101619591
1491	0.08100651197
1492	0.08098554332
1493	0.08098304368
1494	0.08097381242
1495	0.08096824448
1496	0.08095522958
1497	0.08095041751
1498	0.08094610519
1499	0.08094174024
1500	0.08093281962
1501	0.08092455042
1502	0.08091918527
